,source,target,s_value,weight,metric,distance,proximity
5944,74,293,1.0,0.0609357107803,True,15.410738255,0.0609357107803
5983,75,145,1.0,0.0272604588394,True,35.6831683168,0.0272604588394
6030,75,305,1.0,0.0898970804453,True,10.1238317757,0.0898970804453
6032,75,315,1.0,0.0175438596491,True,56.0,0.0175438596491
6038,75,327,1.0,0.109546539379,True,8.12854030501,0.109546539379
6076,76,159,1.0,0.101063829787,True,8.89473684211,0.101063829787
6088,76,190,1.0,0.0409756097561,True,23.4047619048,0.0409756097561
6126,76,286,1.0,0.0280701754386,True,34.625,0.0280701754386
6136,76,313,1.0,0.025629695095,True,38.0172413793,0.025629695095
6141,76,320,1.0,0.0238828967643,True,40.8709677419,0.0238828967643
6172,77,180,1.0,0.0478309232481,True,19.9069767442,0.0478309232481
6176,77,194,1.0,0.0357535753575,True,26.9692307692,0.0357535753575
6184,77,231,1.0,0.0252230083051,True,38.6463414634,0.0252230083051
6229,78,114,1.0,0.0276939950644,True,35.1089108911,0.0276939950644
6241,78,144,1.0,0.0172286487817,True,57.0428571429,0.0172286487817
6251,78,163,1.0,0.0320579110651,True,30.1935483871,0.0320579110651
6252,78,167,1.0,0.0117175454826,True,84.3421052632,0.0117175454826
6254,78,169,1.0,0.0234505862647,True,41.6428571429,0.0234505862647
6258,78,183,1.0,0.0553097345133,True,17.08,0.0553097345133
6272,78,217,1.0,0.0111627906977,True,88.5833333333,0.0111627906977
6276,78,226,1.0,0.00784810126582,True,126.419354839,0.00784810126582
6279,78,239,1.0,0.0259596183714,True,37.5213675214,0.0259596183714
6300,78,299,1.0,0.0315668202765,True,30.6788321168,0.0315668202765
6302,78,303,1.0,0.0227748691099,True,42.908045977,0.0227748691099
6377,79,313,1.0,0.260255548083,True,2.84237726098,0.260255548083
6386,80,83,1.0,0.0291550971837,True,33.2993197279,0.0291550971837
6398,80,143,1.0,0.027537235885,True,35.3144654088,0.027537235885
6401,80,149,1.0,0.0360279620004,True,26.7562189055,0.0360279620004
6409,80,186,1.0,0.0436573311367,True,21.9056603774,0.0436573311367
6431,80,266,1.0,0.0412101000476,True,23.2658959538,0.0412101000476
6435,80,277,1.0,0.062291870715,True,15.0534591195,0.062291870715
6443,80,302,1.0,0.0399912107229,True,24.0054945055,0.0399912107229
6445,80,306,1.0,0.00949040643697,True,104.369565217,0.00949040643697
6452,80,322,1.0,0.0382956701742,True,25.1126126126,0.0382956701742
6475,82,116,1.0,0.00956480153037,True,103.55,0.00956480153037
6493,82,166,1.0,0.0515097690941,True,18.4137931034,0.0515097690941
6544,82,346,1.0,0.055775839281,True,16.9289099526,0.055775839281
6557,83,143,1.0,0.0327217703802,True,29.5606936416,0.0327217703802
6567,83,186,1.0,0.030269058296,True,32.037037037,0.030269058296
6594,83,277,1.0,0.0396975425331,True,24.1904761905,0.0396975425331
6596,83,288,1.0,0.0253419147224,True,38.4603174603,0.0253419147224
6607,83,316,1.0,0.023498694517,True,41.5555555556,0.023498694517
6609,83,322,1.0,0.0630630630631,True,14.8571428571,0.0630630630631
6614,83,334,1.0,0.0342056459922,True,28.234939759,0.0342056459922
6625,84,95,1.0,0.0246516613076,True,39.5652173913,0.0246516613076
6637,84,210,1.0,0.0405186385737,True,23.68,0.0405186385737
6641,84,241,1.0,0.0446224256293,True,21.4102564103,0.0446224256293
6648,84,325,1.0,0.0650277557494,True,14.3780487805,0.0650277557494
6651,84,348,1.0,0.0405844155844,True,23.64,0.0405844155844
6656,85,90,1.0,0.0171601615074,True,57.2745098039,0.0171601615074
6664,85,106,1.0,0.226476578411,True,3.4154676259,0.226476578411
6696,85,203,1.0,0.047619047619,True,20.0,0.047619047619
6708,85,244,1.0,0.0149160969546,True,66.0416666667,0.0149160969546
6709,85,245,1.0,0.00835137643056,True,118.740740741,0.00835137643056
6713,85,265,1.0,0.0245669291339,True,39.7051282051,0.0245669291339
6745,86,164,1.0,0.0265780730897,True,36.625,0.0265780730897
6759,86,263,1.0,0.12274368231,True,7.14705882353,0.12274368231
6772,86,348,1.0,0.0300751879699,True,32.25,0.0300751879699
6803,87,179,1.0,0.0205840114888,True,47.5813953488,0.0205840114888
6808,87,190,1.0,0.0456905503634,True,20.8863636364,0.0456905503634
6851,87,365,1.0,0.0901068276823,True,10.0979381443,0.0901068276823
6852,87,367,1.0,0.0172997367431,True,56.8043478261,0.0172997367431
6859,88,103,1.0,0.0109184328838,True,90.5882352941,0.0109184328838
6862,88,112,1.0,0.030612244898,True,31.6666666667,0.030612244898
6866,88,121,1.0,0.0317948717949,True,30.4516129032,0.0317948717949
6873,88,139,1.0,0.0315840621963,True,30.6615384615,0.0315840621963
6888,88,195,1.0,0.066835443038,True,13.9621212121,0.066835443038
6890,88,200,1.0,0.0249277456647,True,39.115942029,0.0249277456647
6904,88,253,1.0,0.0184552289815,True,53.1851851852,0.0184552289815
6949,89,109,1.0,0.155161220515,True,5.44490934449,0.155161220515
6966,89,160,1.0,0.107303491112,True,8.31936127745,0.107303491112
6985,89,217,1.0,0.0175054704595,True,56.125,0.0175054704595
6987,89,224,1.0,0.0064530006453,True,153.966666667,0.0064530006453
7033,90,94,1.0,0.0298823529412,True,32.4645669291,0.0298823529412
7041,90,121,1.0,0.0250220783044,True,38.9647058824,0.0250220783044
7067,90,200,1.0,0.0163861824624,True,60.027027027,0.0163861824624
7071,90,222,1.0,0.024287856072,True,40.1728395062,0.024287856072
7113,90,340,1.0,0.0273159144893,True,35.6086956522,0.0273159144893
7129,91,119,1.0,0.0344998758997,True,27.9856115108,0.0344998758997
7144,91,161,1.0,0.0167281672817,True,58.7794117647,0.0167281672817
7197,91,326,1.0,0.00459770114943,True,216.5,0.00459770114943
7204,91,349,1.0,0.0439891533594,True,21.7328767123,0.0439891533594
7206,91,353,1.0,0.0231152204836,True,42.2615384615,0.0231152204836
7217,92,116,1.0,0.0531663516068,True,17.8088888889,0.0531663516068
7221,92,129,1.0,0.0330597889801,True,29.2482269504,0.0330597889801
7244,92,216,1.0,0.0436233611442,True,21.9234972678,0.0436233611442
7252,92,246,1.0,0.072094468614,True,12.8706896552,0.072094468614
7255,92,255,1.0,0.0108024691358,True,91.5714285714,0.0108024691358
7259,92,273,1.0,0.0257678292556,True,37.8080808081,0.0257678292556
7278,92,330,1.0,0.0367381018647,True,26.2196969697,0.0367381018647
7305,93,137,1.0,0.05,True,19.0,0.05
7325,93,231,1.0,0.0060218291306,True,165.0625,0.0060218291306
7335,93,278,1.0,0.0338496844521,True,28.5423728814,0.0338496844521
7361,94,121,1.0,0.0433133732535,True,22.0875576037,0.0433133732535
7371,94,139,1.0,0.0609423676012,True,15.4089456869,0.0609423676012
7375,94,147,1.0,0.0169728434505,True,57.9176470588,0.0169728434505
7389,94,195,1.0,0.0213046757164,True,45.9380530973,0.0213046757164
7392,94,200,1.0,0.0332480818414,True,29.0769230769,0.0332480818414
7402,94,222,1.0,0.0511201629328,True,18.561752988,0.0511201629328
7411,94,245,1.0,0.0214744299314,True,45.5670103093,0.0214744299314
7426,94,282,1.0,0.0258363696588,True,37.7051282051,0.0258363696588
7429,94,287,1.0,0.0455131748664,True,20.971659919,0.0455131748664
7435,94,304,1.0,0.0307443365696,True,31.5263157895,0.0307443365696
7436,94,306,1.0,0.021331738437,True,45.8785046729,0.021331738437
7446,94,342,1.0,0.0232902033272,True,41.9365079365,0.0232902033272
7461,95,210,1.0,0.0289389067524,True,33.5555555556,0.0289389067524
7465,95,243,1.0,0.0571992110454,True,16.4827586207,0.0571992110454
7466,95,258,1.0,0.030487804878,True,31.8,0.030487804878
7467,95,263,1.0,0.0276538804639,True,35.1612903226,0.0276538804639
7473,95,329,1.0,0.0308924485126,True,31.3703703704,0.0308924485126
7475,95,348,1.0,0.0527182866557,True,17.96875,0.0527182866557
7483,96,117,1.0,0.00914716168953,True,108.323529412,0.00914716168953
7485,96,124,1.0,0.0108292960958,True,91.3421052632,0.0108292960958
7487,96,127,1.0,0.0203380876915,True,48.1688311688,0.0203380876915
7490,96,134,1.0,0.0885430641266,True,10.2939393939,0.0885430641266
7491,96,138,1.0,0.0182232346241,True,53.875,0.0182232346241
7500,96,182,1.0,0.0485664131071,True,19.5903614458,0.0485664131071
7521,96,257,1.0,0.0273019271949,True,35.6274509804,0.0273019271949
7537,96,306,1.0,0.00796332046332,True,124.575757576,0.00796332046332
7540,96,315,1.0,0.0216779279279,True,45.1298701299,0.0216779279279
7544,96,322,1.0,0.0141518454771,True,69.6621621622,0.0141518454771
7548,96,327,1.0,0.0258368905864,True,37.7043478261,0.0258368905864
7556,96,364,1.0,0.031923546157,True,30.3248407643,0.031923546157
7559,97,117,1.0,0.0237191650854,True,41.16,0.0237191650854
7565,97,147,1.0,0.0265273311897,True,36.696969697,0.0265273311897
7566,97,158,1.0,0.0228782287823,True,42.7096774194,0.0228782287823
7593,97,296,1.0,0.0422535211268,True,22.6666666667,0.0422535211268
7595,97,304,1.0,0.0201912858661,True,48.5263157895,0.0201912858661
7609,97,362,1.0,0.0379403794038,True,25.3571428571,0.0379403794038
7619,98,147,1.0,0.0386853817186,True,24.8495575221,0.0386853817186
7631,98,227,1.0,0.0396869759642,True,24.1971830986,0.0396869759642
7644,98,295,1.0,0.174468085106,True,4.73170731707,0.174468085106
7649,98,310,1.0,0.017316017316,True,56.75,0.017316017316
7696,100,192,1.0,0.0212848297214,True,45.9818181818,0.0212848297214
7699,100,205,1.0,0.0554866707998,True,17.0223463687,0.0554866707998
7759,100,355,1.0,0.0614657210402,True,15.2692307692,0.0614657210402
7769,101,131,1.0,0.0421545667447,True,22.7222222222,0.0421545667447
7772,101,233,1.0,0.0635359116022,True,14.7391304348,0.0635359116022
7774,101,250,1.0,0.00719424460432,True,138.0,0.00719424460432
7789,102,126,1.0,0.00667302192564,True,148.857142857,0.00667302192564
7796,102,158,1.0,0.026734563972,True,36.4047619048,0.026734563972
7818,102,259,1.0,0.0106382978723,True,93.0,0.0106382978723
7829,102,296,1.0,0.0132058287796,True,74.724137931,0.0132058287796
7831,102,304,1.0,0.0442607003891,True,21.5934065934,0.0442607003891
7846,102,362,1.0,0.0161756210283,True,60.8214285714,0.0161756210283
7871,103,185,1.0,0.0160697887971,True,61.2285714286,0.0160697887971
7890,103,256,1.0,0.03772070626,True,25.5106382979,0.03772070626
7905,103,295,1.0,0.0191176470588,True,51.3076923077,0.0191176470588
7909,103,307,1.0,0.035312378735,True,27.3186813187,0.035312378735
7911,103,312,1.0,0.0352206865805,True,27.3924050633,0.0352206865805
7914,103,323,1.0,0.0342059336824,True,28.2346938776,0.0342059336824
7918,103,340,1.0,0.0739966555184,True,12.5141242938,0.0739966555184
7947,105,163,1.0,0.0134071699213,True,73.5869565217,0.0134071699213
7965,105,230,1.0,0.0210481099656,True,46.5102040816,0.0210481099656
7968,105,244,1.0,0.0315608919383,True,30.6847826087,0.0315608919383
7982,105,311,1.0,0.184128089105,True,4.43100189036,0.184128089105
8000,106,124,1.0,0.0148367952522,True,66.4,0.0148367952522
8014,106,167,1.0,0.0335041387466,True,28.8470588235,0.0335041387466
8064,107,112,1.0,0.0285989717224,True,33.9662921348,0.0285989717224
8070,107,135,1.0,0.11115120895,True,7.99675324675,0.11115120895
8084,107,189,1.0,0.0300703774792,True,32.2553191489,0.0300703774792
8194,109,332,1.0,0.082811747713,True,11.0755813953,0.082811747713
8209,110,117,1.0,0.016323024055,True,60.2631578947,0.016323024055
8210,110,119,1.0,0.0108392691236,True,91.2571428571,0.0108392691236
8250,110,354,1.0,0.0145789943469,True,67.5918367347,0.0145789943469
8257,110,368,1.0,0.0161642638707,True,60.8648648649,0.0161642638707
8278,111,193,1.0,0.0644633789483,True,14.5126835781,0.0644633789483
8279,111,194,1.0,0.00868830698685,True,114.097222222,0.00868830698685
8291,111,247,1.0,0.0641218503197,True,14.5953079179,0.0641218503197
8301,111,293,1.0,0.0574489623756,True,16.4067547724,0.0574489623756
8340,112,189,1.0,0.0482644628099,True,19.7191780822,0.0482644628099
8347,112,222,1.0,0.0419501133787,True,22.8378378378,0.0419501133787
8352,112,245,1.0,0.09367354072,True,9.67537313433,0.09367354072
8400,113,163,1.0,0.0734304932735,True,12.6183206107,0.0734304932735
8403,113,170,1.0,0.0033234859675,True,299.888888889,0.0033234859675
8423,113,232,1.0,0.00867789688617,True,114.235294118,0.00867789688617
8453,113,303,1.0,0.0651308304892,True,14.3537117904,0.0651308304892
8481,114,132,1.0,0.0232742660672,True,41.9659090909,0.0232742660672
8487,114,144,1.0,0.0264728782767,True,36.7745098039,0.0264728782767
8498,114,169,1.0,0.0183941605839,True,53.3650793651,0.0183941605839
8518,114,227,1.0,0.010707456979,True,92.3928571429,0.010707456979
8537,114,289,1.0,0.0383765875207,True,25.0575539568,0.0383765875207
8568,115,148,1.0,0.0821554770318,True,11.1720430108,0.0821554770318
8570,115,174,1.0,0.117770767613,True,7.49107142857,0.117770767613
8578,115,336,1.0,0.0909893992933,True,9.99029126214,0.0909893992933
8579,115,339,1.0,0.133099824869,True,6.51315789474,0.133099824869
8587,116,129,1.0,0.025988449578,True,37.4786324786,0.025988449578
8613,116,231,1.0,0.0482107355865,True,19.7422680412,0.0482107355865
8619,116,271,1.0,0.0509020618557,True,18.6455696203,0.0509020618557
8631,116,309,1.0,0.0515287577507,True,18.4066390041,0.0515287577507
8632,116,316,1.0,0.0205190102595,True,47.7352941176,0.0205190102595
8636,116,330,1.0,0.0244536940687,True,39.8936170213,0.0244536940687
8668,117,187,1.0,0.0848739495798,True,10.7821782178,0.0848739495798
8697,117,285,1.0,0.0448765893792,True,21.2833333333,0.0448765893792
8701,117,296,1.0,0.0193252538487,True,50.7457627119,0.0193252538487
8714,117,324,1.0,0.0325704225352,True,29.7027027027,0.0325704225352
8725,117,362,1.0,0.0323839250878,True,29.8795180723,0.0323839250878
8735,118,233,1.0,0.0540540540541,True,17.5,0.0540540540541
8737,118,262,1.0,0.0820244328098,True,11.1914893617,0.0820244328098
8775,119,206,1.0,0.0213055303717,True,45.9361702128,0.0213055303717
8782,119,224,1.0,0.0248756218905,True,39.2,0.0248756218905
8783,119,225,1.0,0.0259921095382,True,37.4732142857,0.0259921095382
8793,119,249,1.0,0.0214266341199,True,45.6708860759,0.0214266341199
8820,119,343,1.0,0.0294452887538,True,32.9612903226,0.0294452887538
8823,119,349,1.0,0.0265757290687,True,36.6283185841,0.0265757290687
8825,119,353,1.0,0.0439469320066,True,21.7547169811,0.0439469320066
8862,121,195,1.0,0.0291306326809,True,33.328125,0.0291306326809
8865,121,200,1.0,0.0197795071336,True,49.5573770492,0.0197795071336
8873,121,222,1.0,0.04150390625,True,23.0941176471,0.04150390625
8879,121,243,1.0,0.00472899236086,True,210.461538462,0.00472899236086
8885,121,253,1.0,0.0368968779565,True,26.1025641026,0.0368968779565
8935,124,150,1.0,0.0318153462258,True,30.431372549,0.0318153462258
8938,124,157,1.0,0.0169552669553,True,57.9787234043,0.0169552669553
8967,124,275,1.0,0.0329204693611,True,29.3762376238,0.0329204693611
8991,124,341,1.0,0.0137382501808,True,71.7894736842,0.0137382501808
8994,124,351,1.0,0.0570754716981,True,16.520661157,0.0570754716981
9001,125,128,1.0,0.0573959938367,True,16.4228187919,0.0573959938367
9045,125,238,1.0,0.0132450331126,True,74.5,0.0132450331126
9066,125,313,1.0,0.0294695481336,True,32.9333333333,0.0294695481336
9109,126,197,1.0,0.0198500220556,True,49.3777777778,0.0198500220556
9117,126,230,1.0,0.0182141270546,True,53.9024390244,0.0182141270546
9125,126,275,1.0,0.123188405797,True,7.11764705882,0.123188405797
9128,126,283,1.0,0.0298449612403,True,32.5064935065,0.0298449612403
9132,126,298,1.0,0.0202887241514,True,48.2884615385,0.0202887241514
9136,126,319,1.0,0.0293838862559,True,33.0322580645,0.0293838862559
9168,127,182,1.0,0.0232188295165,True,42.0684931507,0.0232188295165
9190,127,257,1.0,0.0627679118187,True,14.9317073171,0.0627679118187
9220,127,327,1.0,0.041677003225,True,22.994047619,0.041677003225
9225,127,345,1.0,0.0353950661423,True,27.2525252525,0.0353950661423
9242,128,153,1.0,0.0511593669488,True,18.5467625899,0.0511593669488
9244,128,158,1.0,0.0133805588351,True,73.7352941176,0.0133805588351
9250,128,179,1.0,0.0422322775264,True,22.6785714286,0.0422322775264
9254,128,190,1.0,0.0852644087938,True,10.7282229965,0.0852644087938
9343,129,194,1.0,0.0449795547478,True,21.2323232323,0.0449795547478
9363,129,271,1.0,0.0451111590762,True,21.1674641148,0.0451111590762
9364,129,273,1.0,0.0234472437017,True,41.6489361702,0.0234472437017
9381,129,330,1.0,0.0283068783069,True,34.3271028037,0.0283068783069
9385,129,341,1.0,0.0829383886256,True,11.0571428571,0.0829383886256
9441,130,284,1.0,0.0459770114943,True,20.75,0.0459770114943
9444,130,290,1.0,0.10017691287,True,8.98233995585,0.10017691287
9446,130,294,1.0,0.0347137637028,True,27.8070175439,0.0347137637028
9452,130,308,1.0,0.0222365452788,True,43.9710144928,0.0222365452788
9482,131,262,1.0,0.15991902834,True,5.25316455696,0.15991902834
9489,132,144,1.0,0.0253073029646,True,38.5142857143,0.0253073029646
9497,132,163,1.0,0.0226255594232,True,43.1978021978,0.0226255594232
9513,132,217,1.0,0.00925096985974,True,107.096774194,0.00925096985974
9518,132,239,1.0,0.0171489817792,True,57.3125,0.0171489817792
9551,132,361,1.0,0.0550667970023,True,17.1597633136,0.0550667970023
9556,132,368,1.0,0.00794302930704,True,124.896551724,0.00794302930704
9617,133,354,1.0,0.147156398104,True,5.79549114332,0.147156398104
9620,133,368,1.0,0.0896171693735,True,10.1585760518,0.0896171693735
9640,134,182,1.0,0.0531028095091,True,17.8313953488,0.0531028095091
9669,134,257,1.0,0.0260358342665,True,37.4086021505,0.0260358342665
9687,134,305,1.0,0.0223834196891,True,43.6759259259,0.0223834196891
9714,134,364,1.0,0.0467648942985,True,20.3835616438,0.0467648942985
9739,135,195,1.0,0.0524861878453,True,18.0526315789,0.0524861878453
9756,135,252,1.0,0.0436708860759,True,21.8985507246,0.0436708860759
9803,136,146,1.0,0.0654382234822,True,14.2815884477,0.0654382234822
9808,136,161,1.0,0.058646917534,True,16.0511945392,0.058646917534
9830,136,214,1.0,0.060867818401,True,15.4290429043,0.060867818401
9837,136,226,1.0,0.0273504273504,True,35.5625,0.0273504273504
9872,136,337,1.0,0.0257183398368,True,37.8827586207,0.0257183398368
9892,137,154,1.0,0.0628520604803,True,14.9103773585,0.0628520604803
9899,137,182,1.0,0.00907029478458,True,109.25,0.00907029478458
9909,137,203,1.0,0.020701754386,True,47.3050847458,0.020701754386
9924,137,244,1.0,0.047043449853,True,20.2569444444,0.047043449853
9928,137,265,1.0,0.0583554376658,True,16.1363636364,0.0583554376658
9993,138,257,1.0,0.0398936170213,True,24.0666666667,0.0398936170213
10010,138,315,1.0,0.0626313577133,True,14.966442953,0.0626313577133
10068,139,252,1.0,0.0831840286665,True,11.0215384615,0.0831840286665
10079,139,287,1.0,0.0555086534403,True,17.0152091255,0.0555086534403
10118,141,204,1.0,0.0295893719807,True,32.7959183673,0.0295893719807
10126,141,215,1.0,0.0680587780356,True,13.6931818182,0.0680587780356
10140,141,270,1.0,0.06238464378,True,15.0295857988,0.06238464378
10162,143,149,1.0,0.028207306712,True,34.4518072289,0.028207306712
10178,143,186,1.0,0.029304029304,True,33.125,0.029304029304
10205,143,263,1.0,0.00371944739639,True,267.857142857,0.00371944739639
10214,143,288,1.0,0.0798521256932,True,11.5231481481,0.0798521256932
10222,143,302,1.0,0.0235221926774,True,41.5130434783,0.0235221926774
10228,143,316,1.0,0.047533632287,True,20.0377358491,0.047533632287
10236,143,334,1.0,0.031686358754,True,30.5593220339,0.031686358754
10254,144,156,1.0,0.0279920022851,True,34.7244897959,0.0279920022851
10262,144,169,1.0,0.033902829685,True,28.4960629921,0.033902829685
10292,144,234,1.0,0.0277153558052,True,35.0810810811,0.0277153558052
10298,144,254,1.0,0.00816534830314,True,121.46875,0.00816534830314
10317,144,299,1.0,0.035138121547,True,27.4591194969,0.035138121547
10360,145,182,1.0,0.0419911953945,True,22.814516129,0.0419911953945
10436,145,364,1.0,0.0196428571429,True,49.9090909091,0.0196428571429
10440,146,156,1.0,0.0389310458595,True,24.686440678,0.0389310458595
10445,146,183,1.0,0.0136170212766,True,72.4375,0.0136170212766
10453,146,214,1.0,0.0516983016983,True,18.3429951691,0.0516983016983
10455,146,223,1.0,0.022699536246,True,43.0537634409,0.022699536246
10459,146,235,1.0,0.0502257336343,True,18.9101123596,0.0502257336343
10462,146,243,1.0,0.00564481111594,True,176.153846154,0.00564481111594
10480,146,337,1.0,0.0333260249945,True,29.0065789474,0.0333260249945
10484,146,369,1.0,0.0238454572895,True,40.9367088608,0.0238454572895
10488,147,158,1.0,0.0262225372077,True,37.1351351351,0.0262225372077
10496,147,187,1.0,0.0460133473832,True,20.7328244275,0.0460133473832
10519,147,285,1.0,0.0795262267343,True,11.5744680851,0.0795262267343
10524,147,296,1.0,0.0302496328928,True,32.0582524272,0.0302496328928
10530,147,310,1.0,0.0217755443886,True,44.9230769231,0.0217755443886
10552,148,176,1.0,0.0568720379147,True,16.5833333333,0.0568720379147
10558,148,250,1.0,0.0569561157796,True,16.5573770492,0.0569561157796
10560,148,267,1.0,0.07015130674,True,13.2549019608,0.07015130674
10563,148,336,1.0,0.136945812808,True,6.30215827338,0.136945812808
10564,148,339,1.0,0.0557006092254,True,16.953125,0.0557006092254
10581,149,186,1.0,0.0263209974273,True,36.992481203,0.0263209974273
10601,149,266,1.0,0.0216203914429,True,45.2526315789,0.0216203914429
10618,149,316,1.0,0.0442526625046,True,21.5975103734,0.0442526625046
10620,149,322,1.0,0.0408751696065,True,23.4647302905,0.0408751696065
10622,149,328,1.0,0.0379494007989,True,25.350877193,0.0379494007989
10625,149,334,1.0,0.0501684762261,True,18.9328358209,0.0501684762261
10642,150,168,1.0,0.00974710221286,True,101.594594595,0.00974710221286
10664,150,216,1.0,0.0100219995111,True,98.7804878049,0.0100219995111
10673,150,255,1.0,0.0345408593092,True,27.9512195122,0.0345408593092
10695,150,319,1.0,0.133453561767,True,6.49324324324,0.133453561767
10716,152,188,1.0,0.0324129651861,True,29.8518518519,0.0324129651861
10721,152,204,1.0,0.00548876110821,True,181.19047619,0.00548876110821
10722,152,207,1.0,0.00526131182041,True,189.066666667,0.00526131182041
10728,152,229,1.0,0.0422374429224,True,22.6756756757,0.0422374429224
10744,152,293,1.0,0.0360890708984,True,26.7092198582,0.0360890708984
10752,152,322,1.0,0.00651123713506,True,152.580645161,0.00651123713506
10757,152,338,1.0,0.0363172985027,True,26.5350877193,0.0363172985027
10759,152,347,1.0,0.0677356020942,True,13.7632850242,0.0677356020942
10772,153,179,1.0,0.0562229697261,True,16.7863247863,0.0562229697261
10793,153,221,1.0,0.0154981549815,True,63.5238095238,0.0154981549815
10795,153,228,1.0,0.0130784708249,True,75.4615384615,0.0130784708249
10849,154,157,1.0,0.0416536172878,True,23.007518797,0.0416536172878
10856,154,167,1.0,0.0389154704944,True,24.6967213115,0.0389154704944
10887,154,230,1.0,0.0268528464017,True,36.24,0.0268528464017
10900,154,265,1.0,0.0993690851735,True,9.06349206349,0.0993690851735
10949,155,206,1.0,0.126459143969,True,6.90769230769,0.126459143969
10959,155,237,1.0,0.0483531885074,True,19.6811594203,0.0483531885074
10965,155,270,1.0,0.0207267833109,True,47.2467532468,0.0207267833109
10980,155,343,1.0,0.0532343584305,True,17.7848605578,0.0532343584305
10983,155,349,1.0,0.0286615829608,True,33.8899082569,0.0286615829608
10999,156,214,1.0,0.0414452709883,True,23.1282051282,0.0414452709883
11006,156,235,1.0,0.027245508982,True,35.7032967033,0.027245508982
11016,156,279,1.0,0.0205924855491,True,47.5614035088,0.0205924855491
11025,156,337,1.0,0.0193637621024,True,50.6428571429,0.0193637621024
11030,156,349,1.0,0.0235478806907,True,41.4666666667,0.0235478806907
11031,156,352,1.0,0.021329142344,True,45.8842105263,0.021329142344
11084,157,362,1.0,0.018266779949,True,53.7441860465,0.018266779949
11094,158,187,1.0,0.0553935860058,True,17.0526315789,0.0553935860058
11104,158,245,1.0,0.0172558922559,True,56.9512195122,0.0172558922559
11116,158,283,1.0,0.0112464854733,True,87.9166666667,0.0112464854733
11121,158,304,1.0,0.0486787204451,True,19.5428571429,0.0486787204451
11134,158,350,1.0,0.0308139534884,True,31.4528301887,0.0308139534884
11183,159,260,1.0,0.0378323108384,True,25.4324324324,0.0378323108384
11233,160,167,1.0,0.00953181945613,True,103.911764706,0.00953181945613
11301,161,162,1.0,0.031798766018,True,30.447761194,0.031798766018
11314,161,223,1.0,0.0408462505237,True,23.4820512821,0.0408462505237
11328,161,279,1.0,0.0290620871863,True,33.4090909091,0.0290620871863
11336,161,337,1.0,0.0276946107784,True,35.1081081081,0.0276946107784
11346,161,369,1.0,0.045887662989,True,20.7923497268,0.045887662989
11364,162,223,1.0,0.0757160647572,True,12.2072368421,0.0757160647572
11366,162,226,1.0,0.118276460382,True,7.45476772616,0.118276460382
11385,162,337,1.0,0.0776763854885,True,11.8739255014,0.0776763854885
11419,163,239,1.0,0.026707530648,True,36.4426229508,0.026707530648
11440,163,299,1.0,0.0671834625323,True,13.8846153846,0.0671834625323
11459,164,170,1.0,0.100764419736,True,8.92413793103,0.100764419736
11460,164,177,1.0,0.0751523358158,True,12.3063063063,0.0751523358158
11464,164,210,1.0,0.0454545454545,True,21.0,0.0454545454545
11468,164,243,1.0,0.0284784377543,True,34.1142857143,0.0284784377543
11487,166,199,1.0,0.0539196940727,True,17.5460992908,0.0539196940727
11494,166,255,1.0,0.0572298325723,True,16.4734042553,0.0572298325723
11524,166,346,1.0,0.096830473975,True,9.32732732733,0.096830473975
11548,167,230,1.0,0.0456026058632,True,20.9285714286,0.0456026058632
11554,167,239,1.0,0.0140163098879,True,70.3454545455,0.0140163098879
11555,167,244,1.0,0.0173267326733,True,56.7142857143,0.0173267326733
11618,168,254,1.0,0.0371809100999,True,25.8955223881,0.0371809100999
11620,168,256,1.0,0.00712074303406,True,139.434782609,0.00712074303406
11657,168,347,1.0,0.00696184906711,True,142.64,0.00696184906711
11660,168,364,1.0,0.171551107934,True,4.82916666667,0.171551107934
11667,169,183,1.0,0.0171624713959,True,57.2666666667,0.0171624713959
11671,169,198,1.0,0.0237082066869,True,41.1794871795,0.0237082066869
11680,169,230,1.0,0.0345911949686,True,27.9090909091,0.0345911949686
11685,169,239,1.0,0.0314346490191,True,30.8120300752,0.0314346490191
11699,169,299,1.0,0.0310513447433,True,31.2047244094,0.0310513447433
11714,169,361,1.0,0.0189015691869,True,51.9056603774,0.0189015691869
11721,170,177,1.0,0.0551724137931,True,17.125,0.0551724137931
11725,170,210,1.0,0.0716510903427,True,12.9565217391,0.0716510903427
11730,170,241,1.0,0.048174048174,True,19.7580645161,0.048174048174
11731,170,243,1.0,0.0271739130435,True,35.8,0.0271739130435
11745,170,325,1.0,0.040350877193,True,23.7826086957,0.040350877193
11746,170,329,1.0,0.0291634689179,True,33.2894736842,0.0291634689179
11750,170,348,1.0,0.0336943441637,True,28.6785714286,0.0336943441637
11771,171,248,1.0,0.0608081600628,True,15.4451612903,0.0608081600628
11782,171,284,1.0,0.209796272215,True,3.76652892562,0.209796272215
11783,171,286,1.0,0.0294802172227,True,32.9210526316,0.0294802172227
11806,173,178,1.0,0.0657590547136,True,14.20703125,0.0657590547136
11814,173,204,1.0,0.115747356388,True,7.63950617284,0.115747356388
11819,173,215,1.0,0.0585175552666,True,16.0888888889,0.0585175552666
11863,174,250,1.0,0.0813823857302,True,11.2876712329,0.0813823857302
11867,174,336,1.0,0.0961325966851,True,9.40229885057,0.0961325966851
11881,175,222,1.0,0.0168421052632,True,58.375,0.0168421052632
